bullet_rating,bullet_wins,bullet_losses,bullet_draws,blitz_rating,blitz_wins,blitz_losses,blitz_draws,rapid_rating,rapid_wins,rapid_losses,rapid_draws,daily_rating,daily_wins,daily_losses,daily_draws
668,32,26,1,780,645,540,39,1088,1,1,0,,,,
596,9,22,0,455,100,157,6,524,0,3,0,,,,
,,,,862,34,25,1,,,,,,,,
,,,,1078,3,3,0,,,,,,,,
,,,,674,66,54,6,883,5,3,0,,,,
1010,473,466,29,1024,80,94,10,1260,261,273,35,,,,
730,0,5,0,1308,2644,2757,117,1078,131,142,6,1368,860,853,59
1302,9428,9066,554,1683,2932,2838,388,1429,652,577,90,1493,32,12,0
1247,65,67,3,1627,840,694,42,,,,,Unrated,0,2,0
1541,280,254,17,1573,2056,2095,159,1371,44,47,6,1249,13,12,0
1159,129,137,5,1318,431,388,34,1334,30,27,1,1505,8,2,0
1576,3024,2842,115,1415,3436,3309,225,1566,8,2,0,,,,
1051,93,163,1,1571,2664,2712,230,1521,17,24,5,1547,720,504,67
2319,318,325,23,2491,887,895,160,,,,,,,,
1706,2784,2626,206,1606,2262,2220,297,1323,9,8,1,1297,14,4,1
,,,,648,48,51,2,800,3,0,0,,,,
850,1,3,0,1602,1904,1855,227,,,,,Unrated,0,1,0
990,1014,1065,40,1530,20540,20856,1971,1473,25,31,6,1543,27,34,0
556,8,7,0,454,92,108,16,1048,2,1,0,,,,
991,117,163,10,972,538,799,33,1421,517,632,58,1456,101,129,13
503,38,29,3,618,151,141,7,770,22,12,0,887,0,1,0
773,42,41,0,774,11,12,0,,,,,923,1,2,0
594,16,22,1,884,16,32,1,,,,,819,0,1,0
771,958,1166,33,1361,721,687,40,1342,109,81,10,1565,29,23,1
,,,,1080,88,90,9,1173,44,35,4,,,,
1429,56,18,1,1788,329,170,22,1573,204,76,9,1411,56,33,0
1036,0,1,0,828,1,2,0,747,6,10,1,812,1,1,0
574,1315,1537,51,1147,2040,2032,130,1255,223,218,22,1262,351,383,16
,,,,996,1,1,0,,,,,,,,
1588,13,8,0,1462,62,28,7,800,3,0,0,1188,0,1,0
890,0,1,0,1931,283,170,12,1260,5,5,1,1218,2,1,0
917,104,104,5,1299,184,166,31,1437,33,27,4,1434,16,12,1
821,163,157,5,1103,471,434,42,1271,3,1,1,1051,4,3,0
901,3,5,0,928,900,939,46,1269,6,10,0,886,3,13,0
1866,257,142,16,2035,1200,756,96,1710,21,12,1,1724,1141,1123,93
731,2,8,0,316,8,26,3,696,3,12,3,,,,
1159,75,55,5,1153,80,67,11,,,,,1099,2,2,0
521,15,30,1,1041,23,40,1,,,,,1108,92,72,5
780,1,4,0,797,24,45,4,1012,37,41,6,951,1,3,0
682,17,16,0,860,580,579,34,972,1,1,0,,,,
1382,3369,3529,218,1373,1690,1809,169,1646,151,82,4,2111,301,151,28
277,1,7,0,1035,243,218,14,,,,,Unrated,1,0,0
1536,1802,1619,46,1786,3610,3409,207,1673,55,40,1,1418,37,23,2
853,20,22,0,1181,52,40,0,1473,30,19,2,1537,4,2,0
,,,,786,33,38,2,1069,12,11,1,,,,
,,,,959,54,69,5,806,0,3,0,,,,
1513,40,35,2,1829,772,676,90,,,,,1000,0,1,0
681,1,2,0,1364,459,418,11,,,,,Unrated,0,1,0
,,,,1262,12,12,4,1469,68,52,5,,,,
,,,,1193,557,535,39,965,5,7,0,1154,6,11,1
696,0,1,0,648,10,30,0,779,1,2,0,,,,
1374,20,10,0,1561,339,282,23,1442,9,0,0,,,,
348,0,4,0,1271,596,572,40,,,,,,,,
1569,521,432,31,1461,62,58,3,1427,100,112,12,1304,86,112,4
,,,,1084,0,1,0,1065,0,1,0,1386,517,390,39
935,3,4,0,937,1706,1613,188,,,,,991,30,30,0
862,0,2,0,1565,65,52,5,800,30,12,2,1604,263,101,22
,,,,,,,,1310,6,5,0,,,,
,,,,,,,,,,,,1234,637,464,50
653,48,41,3,651,282,279,37,920,2,5,0,,,,
,,,,1179,71,71,7,1208,67,70,4,1331,27,22,0
,,,,949,15,11,4,,,,,,,,
1159,0,1,0,1052,993,984,49,1115,48,57,5,,,,
,,,,1154,1,1,0,,,,,865,1609,1622,28
,,,,517,0,2,0,1517,1054,1084,102,,,,
,,,,1644,1,1,0,1566,15,17,3,,,,
1233,1,0,0,890,528,537,74,,,,,,,,
1321,30,35,0,1745,262,201,14,,,,,1521,75,120,1
1717,24,9,3,1757,7716,7397,769,1341,1,5,0,,,,
1058,322,277,8,1180,308,266,20,1047,37,35,2,1272,7,1,0
,,,,1548,5,0,0,1646,8,0,0,1467,2,1,0
,,,,1503,20,12,0,1356,4,2,1,2145,50,1,3
643,0,4,0,808,18,24,0,1281,768,706,42,,,,
668,1,4,0,665,282,281,12,852,4,3,0,,,,
,,,,1651,3340,3146,178,,,,,,,,
,,,,795,15,16,0,904,31,35,3,1084,66,66,2
,,,,1108,5,6,0,1220,383,370,40,,,,
753,530,461,17,850,288,372,14,957,3,6,1,975,105,129,3
673,2,11,0,751,74,82,5,1016,1,2,0,1260,1,1,0
897,976,1137,13,953,887,1154,52,818,24,37,6,Unrated,0,1,0
,,,,1643,185,172,12,,,,,,,,
,,,,505,8,31,0,,,,,Unrated,1,7,0
1003,14,11,0,,,,,,,,,919,50,175,4
886,119,97,5,1004,708,660,94,832,42,59,8,,,,
859,1,3,0,860,72,85,9,1205,1,1,0,1236,415,430,25
542,4,14,0,688,38,31,0,939,0,1,0,,,,
,,,,1544,10,7,0,1506,5,0,0,,,,
976,0,1,0,,,,,,,,,,,,
,,,,1471,330,314,13,1202,3,2,0,,,,
,,,,1329,8,4,0,,,,,,,,
,,,,1389,165,150,14,,,,,,,,
473,3,9,0,511,7,16,1,,,,,,,,
1200,441,384,23,1341,2042,1981,108,1538,522,468,45,700,6,13,0
,,,,1051,149,171,15,,,,,1334,42,35,5
1043,36,47,1,1355,334,316,17,1405,23,14,0,1013,74,63,0
855,0,4,0,1146,3,2,0,913,37,48,2,Unrated,0,2,0
814,0,1,0,704,94,98,15,,,,,,,,
903,19,25,2,1069,194,177,5,968,31,29,1,,,,
902,8,7,0,1256,50,30,3,1509,4,1,0,1386,2417,2467,205
1217,131,105,6,1259,2034,2010,171,1082,31,29,1,855,2,7,0
,,,,831,1329,1365,192,1494,3,1,0,1259,1,1,0
913,0,2,0,1218,167,131,10,,,,,,,,
771,71,80,2,1051,220,224,16,1215,168,132,20,1076,23,27,3
1223,2,1,0,1477,16,5,1,,,,,1481,796,485,86
792,12,12,0,551,9,12,3,798,51,64,9,,,,
1352,285,490,40,1451,2376,2928,281,1542,99,182,6,1761,37,4,5
597,0,7,0,1165,52,38,0,823,3,6,0,1208,2101,2755,133
,,,,549,5,6,0,964,5,4,0,,,,
,,,,1070,8,6,0,,,,,856,2,1,0
,,,,1521,144,128,8,,,,,,,,
1944,433,345,29,2043,1758,1513,238,1809,29,9,2,1390,8,1,0
1112,1264,1264,29,1473,1709,1645,113,1408,36,26,1,1579,77,55,9
,,,,1586,109,95,9,,,,,,,,
1200,0,2,0,1275,129,104,13,,,,,,,,
647,3,16,0,781,15,20,0,1006,158,151,14,1210,35,54,0
,,,,1402,65,69,6,,,,,,,,
,,,,866,186,172,24,1032,1,0,0,,,,
699,1,4,0,802,7,10,0,,,,,,,,
1331,1226,1258,31,1928,4189,4136,387,1518,230,194,20,1406,110,88,5
1408,206,191,30,1500,607,566,79,1488,1,0,0,1261,10,5,3
1505,20984,22355,412,1371,909,1001,39,1258,94,80,4,1530,98,62,7
,,,,956,2,4,1,992,13,15,0,,,,
1387,11783,12135,557,1156,2061,2058,146,1200,4,6,0,972,3,5,0
,,,,977,198,190,12,,,,,,,,
1675,15,7,0,2281,120,99,31,2222,38,13,10,1092,7,12,0
1554,691,625,22,1734,528,493,38,800,0,1,1,1386,691,930,188
1030,2,6,0,728,331,425,29,,,,,838,569,963,16
946,2,6,0,847,57,77,0,1161,85,97,5,1065,8,22,0
1749,563,551,63,1706,1865,1860,243,1513,80,79,19,1511,246,253,25
837,48,85,2,1142,201,233,10,992,31,46,6,956,19,62,1
620,7,14,0,650,6,8,0,,,,,903,1,11,0
,,,,592,38,50,3,,,,,,,,
988,0,1,0,901,1,3,0,1452,617,636,53,,,,
883,21,24,0,1124,5970,5942,480,1130,0,2,0,850,2,5,0
2250,152,76,9,2204,1155,1091,138,2022,77,60,15,,,,
791,19,17,0,940,303,325,26,862,10,14,0,,,,
517,16,42,0,1151,149,189,9,1332,136,113,15,1201,24,15,0
,,,,1330,573,556,33,,,,,1507,177,127,22
1091,322,293,9,1356,1796,1694,84,1056,1,4,0,936,0,9,0
1712,616,899,54,2023,964,933,80,1747,332,320,49,1524,129,135,17
,,,,,,,,,,,,1667,281,160,57
539,37,41,0,582,11,13,0,967,4,2,0,1199,70,95,2
,,,,1040,89,77,5,1055,46,57,2,1756,254,340,10
1214,733,746,43,1111,776,734,111,1095,220,233,31,928,2,6,2
1468,3414,3117,113,1881,1798,1077,102,1545,3,1,0,1096,1,1,0
,,,,819,0,1,0,,,,,,,,
,,,,509,0,14,0,1149,0,2,0,,,,
857,110,104,2,816,1117,1122,73,863,9,4,0,819,1,2,0
1425,326,268,12,1547,875,732,31,1657,113,91,6,1580,132,115,23
,,,,628,0,1,0,481,0,3,1,,,,
854,77,63,0,929,1064,1017,102,681,2,3,0,,,,
748,17,26,0,1035,1072,1089,69,1041,0,1,0,,,,
,,,,1169,2,1,0,,,,,,,,
,,,,1114,0,1,0,1611,2,0,1,Unrated,0,1,0
362,0,2,0,1200,1961,1897,158,945,1,0,0,,,,
781,0,1,0,565,2,14,0,790,3,7,0,880,3,19,0
1001,12,14,0,772,0,5,0,,,,,1310,22,17,1
937,0,2,0,1330,586,615,51,1413,238,230,23,1776,373,259,45
1245,347,328,47,1370,1515,1426,280,1093,10,7,1,1450,7,0,0
,,,,1051,1,1,0,1158,16,39,0,1087,11,30,2
,,,,1013,744,783,35,1099,238,265,7,,,,
712,6,8,0,1030,229,190,10,956,1,0,0,860,1,1,0
745,7,11,0,1150,92,66,5,,,,,,,,
1194,0,5,0,949,0,14,0,,,,,,,,
1279,386,391,14,1438,2799,2705,205,1261,58,53,7,1466,20,10,0
987,33,30,0,1259,945,892,34,955,4,12,1,1660,0,2,0
1225,1,0,0,1072,698,774,42,,,,,714,0,1,0
977,202,164,18,1016,161,108,17,,,,,1192,14,5,0
1891,5393,2632,270,1965,1314,852,68,1798,19,14,1,1908,97,47,15
828,14,19,0,1615,117,97,6,1278,3,3,0,,,,
509,0,6,1,568,12,19,3,741,47,45,11,1164,5,4,0
,,,,1151,1,22,0,,,,,,,,
,,,,585,0,2,0,,,,,,,,
577,1,3,0,918,156,130,16,,,,,,,,
,,,,,,,,,,,,,,,
201,4,45,0,1077,4684,4702,300,1466,204,179,17,1306,1047,1006,250
,,,,,,,,,,,,1058,9,13,0
858,17,30,0,1372,3278,3208,260,1368,191,128,8,1638,914,834,75
580,63,66,0,863,714,774,51,1309,3,4,0,881,1,5,0
,,,,1705,7956,7180,987,,,,,1571,1241,841,199
984,141,103,6,1243,2325,2203,168,1134,9,1,0,1287,41,12,1
,,,,1730,769,834,87,,,,,1295,1,1,0
664,7,10,0,975,418,432,14,902,26,30,0,928,3,3,0
803,54,63,1,954,418,433,36,,,,,1216,67,51,3
,,,,637,2,6,0,,,,,,,,
,,,,624,8,15,1,1354,2,2,2,1089,4,12,3
,,,,1762,1,1,0,1467,21,17,1,,,,
,,,,806,517,537,39,1031,1,0,0,1244,14,16,0
1123,0,5,0,1626,0,1,0,,,,,,,,
548,0,7,0,759,2,10,1,799,10,19,4,1033,0,1,0
1711,9550,10064,204,1868,2457,2369,166,,,,,1652,5,0,1
297,14,33,0,804,385,490,12,986,17,22,1,,,,
634,1,6,0,809,260,270,16,998,109,100,8,,,,
1525,45,32,2,1759,383,351,31,1251,0,0,1,,,,
,,,,163,0,4,0,880,0,3,0,Unrated,0,1,0
,,,,452,0,4,0,,,,,,,,
1326,4515,3944,125,1201,2699,2595,141,1210,602,441,25,1224,37,10,2
981,12,13,2,1156,80,71,9,1464,56,26,1,1143,4,6,1
1253,19,48,3,1562,116,108,9,1690,2,2,0,1800,0,2,0
,,,,1141,123,127,6,1460,686,727,61,1311,14,18,1
1156,93,91,3,1907,80,36,8,1669,219,121,14,1556,74,114,3
749,372,405,3,947,32,52,13,1108,29,39,8,1400,2,0,3
1264,584,722,10,1360,12129,13451,528,1362,462,592,33,1393,883,1216,49
1624,10,9,3,1608,26,54,4,,,,,,,,
943,228,210,3,1158,829,806,44,947,6,6,1,1214,128,91,7
1056,129,172,8,1154,217,264,21,1094,52,85,4,1218,3,2,0
,,,,1782,454,334,41,,,,,,,,
420,0,6,0,1025,50,59,3,1552,318,305,32,571,2,22,0
1077,117,106,3,1248,288,323,21,1317,7,5,0,1609,146,63,5
1131,36,28,0,1343,627,536,63,1400,3,1,2,,,,
1205,1762,1692,117,1021,759,706,94,1056,26,22,5,Unrated,0,1,0
,,,,1503,338,276,24,,,,,,,,
2124,1375,959,137,2258,1696,1067,211,1753,20,5,1,1179,4,7,1
1030,0,1,0,1256,11127,11083,660,1413,1272,1136,76,1617,401,303,54
1322,92,91,7,1442,402,417,26,1588,320,247,38,1396,34,72,2
2077,31,9,1,2619,345,152,35,2069,7,1,2,,,,
1054,0,1,0,956,5,17,1,1631,9,4,0,1159,19,76,0
1770,57,34,2,1693,26,14,0,,,,,1274,3,4,1
1365,587,657,11,1538,955,1024,52,1626,20,15,1,1054,2,4,0
419,0,5,0,683,878,840,54,449,3,10,2,833,1,2,0
,,,,1048,100,70,4,1194,46,29,3,695,1,12,0
451,3,12,0,1161,787,769,61,870,0,1,0,957,1,1,0
719,10,23,0,998,554,578,36,1340,5,8,0,Unrated,2,1,0
719,4,8,0,1337,102,85,6,1123,20,23,4,963,123,220,0
952,65,64,4,1294,699,641,43,1205,14,13,0,1569,49,20,3
871,2,6,1,833,997,1044,61,863,72,62,3,,,,
941,1281,1356,22,1188,926,861,51,1492,24,19,2,1672,261,174,19
1397,178,167,12,1355,306,193,37,1333,53,62,11,1457,53,31,9
,,,,677,70,62,5,865,10,13,4,,,,
1021,628,612,13,1220,2871,2828,198,1004,3,3,0,1146,1,0,0
1082,874,911,67,1149,467,517,40,1212,152,175,5,1202,17,34,1
,,,,832,246,197,40,1116,3,1,1,,,,
1460,4137,4024,228,1359,454,379,33,645,9,17,0,659,0,2,0
,,,,1177,10,6,0,1273,3,1,0,,,,
466,3,13,0,980,370,375,24,,,,,1027,1,1,0
,,,,919,199,189,22,,,,,654,0,2,0
,,,,,,,,1119,2,1,0,987,17,20,0
1720,1319,1351,76,1950,158,89,11,1789,9,5,1,,,,
864,143,105,3,1068,1257,1201,109,,,,,,,,
1022,329,355,3,1386,687,653,36,1664,9,3,0,1032,2,14,0
,,,,944,1102,1094,46,,,,,,,,
2082,3045,2769,272,2039,3998,4460,345,1689,17,11,0,1328,9,8,0
990,0,1,0,1076,6,6,1,1400,2,1,0,,,,
,,,,1082,215,205,22,1108,100,164,17,Unrated,1,1,0
,,,,1269,819,756,76,1264,359,324,26,1341,11,3,2
793,11,16,0,845,121,116,13,1240,4,2,0,1252,3,1,0
680,13,29,1,835,6,13,1,880,49,57,7,893,4,27,0
1545,89,140,3,1422,27,46,0,1553,4,25,2,1242,174,243,2
1804,2211,2229,162,1754,6117,6401,584,1694,27,24,3,1313,11,8,1
937,27,38,0,1448,1338,1302,86,,,,,,,,
1033,6890,7036,273,1350,2717,2690,351,1279,7,4,0,1326,37,22,15
,,,,,,,,1555,3,1,0,,,,
1346,2321,3000,48,1245,1842,1954,78,2007,79,10,0,1311,130,167,7
1344,1541,1983,83,1492,89,86,8,1577,7,4,0,1189,202,279,17
,,,,770,64,47,9,,,,,,,,
504,30,28,0,806,10,15,0,,,,,,,,
837,15,38,0,1345,1910,1381,77,1441,338,285,30,1173,183,293,1
1533,68,74,2,1366,8,12,0,,,,,,,,
661,40,27,1,1027,397,369,33,798,1,1,0,Unrated,1,0,0
660,121,114,2,909,1210,1231,107,837,2,1,0,,,,
1027,194,163,3,1281,2173,2113,143,1455,64,52,1,1603,166,78,5
1605,32,16,1,1628,187,192,18,1734,38,24,6,1788,9,4,2
1216,1072,1088,73,1260,2752,2942,286,1424,2,0,0,750,0,1,0
821,0,1,0,662,94,127,9,667,54,78,6,Unrated,0,1,0
524,3,9,0,504,32,46,1,,,,,,,,
,,,,826,66,62,7,1069,9,6,2,,,,
748,1,6,0,1488,1160,901,50,1634,205,95,13,1717,536,344,121
,,,,,,,,,,,,1103,0,3,0
,,,,1501,1,0,0,,,,,,,,
,,,,,,,,,,,,1146,470,299,23
1741,13500,11850,727,1768,873,723,46,,,,,1739,47,33,7
,,,,841,28,48,0,1111,208,196,15,1162,3,7,1
,,,,822,14,37,1,1020,27,42,3,,,,
,,,,891,263,237,46,,,,,,,,
909,132,126,5,1105,1163,1061,144,1055,9,7,2,1581,0,2,0
1336,239,246,11,985,2,1,0,,,,,,,,
834,17,28,2,1639,930,943,84,1416,10,6,1,,,,
654,15,21,0,800,313,322,19,1107,1,0,0,873,0,1,0
1301,2821,2684,88,1374,253,217,15,1143,3,2,0,874,2,1,0
702,1,3,0,1113,173,134,12,966,0,1,0,,,,
,,,,873,0,1,0,,,,,,,,
,,,,1193,7,7,0,1382,26,23,3,,,,
800,1,2,0,800,8,39,2,800,0,1,0,,,,
1920,92,60,15,2207,2560,2714,470,1521,4,0,0,1861,7,1,0
987,1992,2003,104,1261,243,219,12,,,,,,,,
887,14,15,4,1083,267,263,32,981,35,32,1,,,,
1366,1,0,0,1322,1,0,0,,,,,1162,2,76,0
992,640,609,6,824,182,202,18,1164,0,1,0,Unrated,0,1,0
1180,29,27,1,1150,59,57,4,1535,4,4,0,1627,16,44,0
,,,,1537,544,529,38,1485,4,3,0,1702,24,7,0
,,,,378,0,7,0,,,,,,,,
1151,531,519,13,1467,580,564,21,1534,101,88,4,1626,12,5,0
893,42,35,2,1061,282,287,30,,,,,,,,
1113,339,390,22,1213,1513,1546,147,1219,25,30,3,1279,413,400,38
792,0,8,0,710,1289,1415,128,984,18,28,1,1027,142,125,3
,,,,1149,76,81,9,1304,42,28,2,,,,
2221,716,607,102,2152,649,425,77,2091,8,7,1,1094,1,7,0
1200,0,1,0,964,52,104,4,,,,,1069,1,1,0
679,0,5,0,853,27,32,1,1149,170,188,9,1038,2,17,0
662,0,13,0,,,,,1061,9,19,3,1032,0,2,0
896,34,44,0,1336,239,237,28,1459,8,4,1,1306,194,272,7
,,,,1908,342,347,35,1483,7,18,3,1513,246,219,6
1364,1252,1143,44,1619,766,645,36,1216,5,2,0,1378,165,42,4
812,44,28,2,1256,320,283,15,1073,186,182,22,1488,346,282,32
1071,187,148,2,1229,1135,1094,81,1276,29,18,1,1533,5,2,0
1846,1074,968,60,1934,781,693,59,1640,12,5,0,1875,76,3,2
599,24,25,1,1015,28,48,4,930,7,10,0,,,,
894,32,99,2,1330,1063,973,79,1179,9,8,1,1305,45,51,2
660,1,3,0,478,0,2,0,831,1,1,0,Unrated,2,0,0
817,2,3,0,434,1,4,0,,,,,,,,
1453,578,568,18,1730,382,349,44,1952,112,68,16,1364,2,0,0
953,0,1,0,1698,1580,1525,108,1455,14,10,2,,,,
313,0,4,0,224,0,6,1,838,1,1,0,825,2,4,0
569,1,7,0,1032,1,0,0,810,168,195,12,,,,
1603,4750,4810,514,1720,4660,4888,428,1550,10,5,1,1478,643,696,29
,,,,969,87,89,9,1160,81,176,6,,,,
,,,,1154,97,69,11,,,,,,,,
1237,124,122,3,1647,13828,12448,601,1492,467,417,21,1845,22,6,4
1374,1,0,0,1069,637,637,100,,,,,940,4,5,1
1414,370,338,10,1808,729,620,47,1615,23,28,2,1614,316,306,23
,,,,1296,1,0,0,,,,,,,,
930,9,6,0,963,609,603,43,,,,,,,,
2060,474,213,19,1865,9,3,2,,,,,2236,38,7,3
,,,,1309,294,287,23,,,,,,,,
1181,9,3,0,1584,43,29,3,1415,38,4,2,1226,27,4,4
1336,5,4,1,1561,281,221,16,1619,16,7,2,1773,38,12,1
941,5,20,0,1093,19,29,2,1433,51,31,1,1033,0,6,0
,,,,676,9,11,1,,,,,,,,
811,4,9,0,554,4,17,3,800,1,0,0,,,,
,,,,549,15,16,0,814,5,3,1,,,,
970,1,5,1,1110,165,165,15,1615,0,2,0,,,,
850,0,3,0,976,41,51,2,978,0,1,0,836,1,0,0
1146,181,248,8,1081,372,472,55,1172,328,287,45,942,83,198,8
2443,56,37,6,2602,65,36,13,,,,,,,,
808,1,1,0,1306,1,0,0,,,,,944,2,0,0
,,,,794,54,98,2,1032,119,118,3,1094,0,2,0
,,,,888,5,11,0,1000,1,1,1,619,11,23,0
845,0,1,0,1118,103,111,7,1106,3,2,0,,,,
617,0,1,0,1240,1359,1300,178,1289,242,186,11,,,,
,,,,978,3,2,0,725,0,4,0,802,0,14,0
765,0,2,0,560,70,40,7,,,,,,,,
786,5,18,1,982,97,104,8,1116,135,126,6,,,,
1363,223,202,6,1548,514,449,28,,,,,,,,
910,1,1,0,696,359,375,18,1000,0,1,0,Unrated,0,2,0
931,0,2,0,1055,898,899,114,784,6,14,0,1026,0,1,0
1053,1,3,0,1447,129,97,11,1414,346,261,24,1351,2096,2120,163
1026,8,18,0,1363,292,333,20,1111,0,3,0,1280,43,91,4
927,2,4,0,986,926,916,110,1107,1,0,0,,,,
1576,1270,1144,62,1814,3500,3138,234,1901,94,44,4,1736,17,1,0
872,0,1,0,726,98,106,10,1000,4,0,1,857,1,1,0
1374,1525,1364,54,1896,199,142,19,1832,42,13,7,Unrated,0,1,0
2157,634,516,85,2331,3752,3671,438,1267,1,1,0,,,,
1504,0,1,0,1965,13,2,1,884,45,5,6,1523,0,1,0
,,,,664,2,7,0,,,,,,,,
813,84,59,0,1088,485,463,31,1079,87,79,6,1432,10,1,2
,,,,1033,232,232,17,,,,,,,,
1156,1270,1337,54,1229,585,709,51,1194,73,64,4,1378,235,123,30
812,0,1,0,1131,245,220,24,1096,1,0,1,1135,19,21,1
1388,688,246,17,1514,7848,2706,275,1529,1686,454,71,1585,399,189,29
1235,971,940,47,1552,3207,3076,374,1402,4,2,0,,,,
,,,,760,0,1,0,1046,12,9,0,,,,
645,207,203,7,995,37,46,1,1275,1,0,0,1096,988,1482,32
1065,353,383,11,1402,115,106,8,1458,24,24,5,872,370,792,24
1057,19,11,0,1112,1149,1129,85,,,,,,,,
665,9,18,0,1468,750,705,61,1261,54,34,4,1114,38,30,5
1132,128,85,4,1286,2838,2828,179,1496,141,98,8,1219,1,3,0
,,,,819,272,273,26,658,17,15,3,Unrated,0,1,0
1350,216,194,9,1596,132,107,10,1590,5,2,0,,,,
1200,17,29,0,1307,280,244,21,,,,,,,,
800,0,2,0,1290,47,50,1,1225,23,12,2,,,,
,,,,1065,11,10,0,1237,8,5,1,,,,
1000,1,5,0,962,684,690,23,1043,0,1,0,789,1,1,0
961,18,25,1,1472,725,659,99,1402,63,40,10,,,,
,,,,966,996,997,110,,,,,,,,
2701,4866,3550,728,2539,854,650,211,800,5,1,2,,,,
,,,,561,5,12,0,,,,,,,,
539,7,36,1,817,25,44,2,1127,1,5,1,947,3,21,0
1295,2301,2720,68,1599,2009,2034,169,1505,47,43,5,1690,155,112,16
1105,34,40,3,1700,1072,948,94,,,,,1749,52,39,15
2245,641,499,56,2105,261,119,40,1715,7,3,0,853,3,18,0
,,,,1175,177,151,5,1217,37,32,1,1315,245,253,8
2609,30,3,0,2662,3038,1531,377,2355,42,49,19,1973,22,13,3
894,174,165,1,1097,328,290,21,,,,,,,,
1857,1335,1054,89,1963,1836,1584,198,1779,122,72,10,1434,137,78,5
721,1337,1403,20,1134,1205,1179,43,1086,36,32,1,1082,14,6,0
,,,,899,210,191,35,758,0,1,0,,,,
608,25,26,0,913,272,271,15,,,,,,,,
719,0,2,0,408,8,28,0,944,4,7,1,1204,17,12,1
1134,0,1,0,1413,33,21,0,1468,5,2,0,1061,13,32,0
1512,358,362,20,1583,757,752,39,1732,10,3,0,,,,
,,,,1045,2,0,0,,,,,,,,
1451,363,302,13,1383,2155,2033,198,1901,7,0,1,1294,17,5,2
1682,1331,1137,67,1906,208,149,12,1681,51,36,6,1571,99,61,10
777,9,13,0,1055,98,93,3,958,20,31,2,1232,2,1,0
743,10,33,0,839,283,343,20,1067,2,2,0,811,276,313,18
1135,47,41,1,1356,583,499,49,1209,4,3,0,1469,55,14,2
,,,,1266,86,74,6,1399,10,12,2,1302,1219,794,116
,,,,757,417,419,20,,,,,,,,
639,2,11,0,674,26,44,3,,,,,866,1,5,0
1143,412,382,20,1691,413,287,26,1371,86,61,5,,,,
1208,9,11,0,1199,2,3,1,,,,,,,,
1312,152,152,7,1433,150,104,4,1066,0,1,0,,,,
1571,6442,6109,296,1505,1195,1158,105,1345,6,6,0,1251,115,129,7
,,,,785,5,12,1,948,15,20,2,,,,
1249,172,157,8,1241,159,155,8,1303,204,173,25,824,8,29,3
1951,1973,1627,188,2108,553,473,84,1677,19,18,4,1604,83,17,15
2538,2404,1941,253,2638,9441,8025,1781,2179,18,26,5,2099,83,24,34
,,,,,,,,,,,,,,,
1653,481,436,29,1932,6093,5861,594,,,,,1653,192,92,14
1005,236,238,13,1361,437,413,32,1105,11,6,3,1672,316,227,46
688,32,24,1,610,9,7,2,742,8,12,3,,,,
,,,,843,82,72,2,949,19,14,0,,,,
756,42,59,1,1015,195,183,21,1069,93,76,6,969,6,8,0
,,,,745,2,9,0,744,4,16,1,921,3,10,0
,,,,1416,5,2,0,1044,0,3,0,,,,
1003,10,11,1,1233,405,229,24,,,,,1144,4,2,1
1334,25,25,3,1497,3925,4020,305,1555,15,13,5,,,,
1002,0,1,0,735,523,576,24,792,10,13,1,,,,
,,,,1072,223,188,16,963,20,4,1,,,,
,,,,1829,18,4,3,1387,3,0,0,,,,
1079,23,35,0,1218,434,329,27,1137,1,5,0,1499,460,410,55
883,25,59,1,2019,28,5,2,2300,10,0,0,1285,6,29,0
896,0,4,0,1572,479,271,23,993,6,6,0,,,,
,,,,1902,1148,1083,154,1544,18,10,3,,,,
,,,,955,13,15,0,,,,,,,,
1219,348,330,13,1531,735,661,57,,,,,,,,
,,,,956,1,0,0,,,,,,,,
,,,,736,2,4,0,582,1,3,0,,,,
,,,,1562,39,34,1,,,,,,,,
,,,,1089,1976,1927,188,1015,58,51,1,1272,93,81,6
,,,,893,238,256,36,1000,2,0,0,,,,
,,,,1262,16,20,2,,,,,,,,
589,85,105,1,942,212,193,12,1082,26,18,3,1362,163,208,13
609,0,1,0,751,55,63,3,753,10,14,0,688,0,4,0
,,,,1352,1,0,0,1510,14,6,1,,,,
1042,0,1,0,865,4,7,0,812,31,44,6,,,,
1430,260,253,24,1534,711,635,72,1916,33,2,0,1964,30,10,2
1199,0,1,0,1059,7,27,2,1264,27,26,4,,,,
,,,,580,0,4,1,450,0,15,2,,,,
,,,,1632,441,160,35,1719,88,77,20,1312,6,0,0
1007,61,77,1,1237,497,612,49,1361,27,34,3,1150,1,7,0
1234,1588,1514,63,1217,195,192,13,914,9,13,2,996,1,1,0
1720,466,367,42,1926,3847,3598,375,1463,366,357,35,1728,50,39,0
2011,2040,2048,222,2112,814,668,98,1083,9,2,1,1451,5,1,0
801,2,12,0,1009,43,56,7,1138,160,112,22,1112,7,22,1
,,,,1058,2,2,0,,,,,,,,
1031,1,2,0,1089,7,8,0,1445,8,2,0,1150,184,136,6
1113,332,520,14,1659,3905,3796,253,1616,167,122,11,1705,89,34,8
,,,,1055,276,256,18,,,,,,,,
,,,,1360,10,7,0,1045,2,1,0,,,,
859,0,4,0,775,11,20,0,1412,2,1,0,,,,
