bullet_rating,bullet_wins,bullet_losses,bullet_draws,blitz_rating,blitz_wins,blitz_losses,blitz_draws,rapid_rating,rapid_wins,rapid_losses,rapid_draws,daily_rating,daily_wins,daily_losses,daily_draws
975,6,7,0,1341,909,889,36,,,,,1511,305,218,32
,,,,1623,96,118,3,,,,,,,,
1550,2370,1610,75,1687,3360,2752,227,1422,38,35,19,1438,72,71,6
1039,0,1,0,1195,5028,5007,680,,,,,1054,0,3,0
1300,1224,1281,44,1303,950,903,46,1604,504,508,46,1104,6,6,0
1030,5,5,0,1461,1017,955,67,1512,135,99,13,1334,3,2,0
850,0,2,0,889,70,72,6,1194,66,42,6,1149,66,36,0
651,14,50,0,334,14,50,0,729,3,10,0,Unrated,0,4,0
,,,,987,378,377,19,,,,,875,0,1,1
,,,,2401,1015,1042,148,2300,3,0,0,,,,
585,1,3,0,914,302,303,19,989,156,148,11,562,0,5,0
1317,181,140,11,1426,195,168,16,1199,6,2,2,1219,30,22,4
1281,956,806,46,1130,190,177,22,1126,266,278,31,830,168,345,1
1212,14100,12628,113,1576,9668,10017,314,998,20,210,4,1084,47,50,0
,,,,1402,10,3,0,1506,17,10,3,Unrated,1,0,0
823,8,6,0,1050,127,138,10,,,,,655,0,2,0
,,,,847,10,13,1,1165,219,221,11,,,,
,,,,,,,,,,,,,,,
,,,,742,0,2,0,,,,,,,,
,,,,1652,6,1,1,1683,4,1,0,1458,59,28,0
1739,62,133,4,1677,164,334,10,1421,46,124,3,1446,43,43,4
1378,66,41,2,1355,127,112,9,1467,32,21,4,1528,95,26,2
1208,92,114,3,1357,271,311,27,1546,1999,2447,291,1297,36,108,2
708,20,25,0,1105,1659,1755,85,827,1,9,0,,,,
2220,5014,4092,236,2407,411,274,30,1900,5,2,1,1799,1,0,1
887,9,15,0,1485,3317,3112,215,1155,4,4,0,,,,
799,287,278,11,1038,70,72,3,,,,,,,,
1199,8,16,1,1869,12564,17168,1307,1570,73,61,13,1844,55,54,3
,,,,818,2,2,0,825,5,8,0,741,0,1,0
651,0,1,0,1224,324,285,17,,,,,,,,
723,0,1,0,1167,6,5,0,,,,,,,,
1668,518,465,29,1793,260,185,25,1626,211,171,28,1008,1,0,0
,,,,1250,439,439,43,1036,1,2,0,,,,
441,1,7,0,956,1,0,0,,,,,,,,
,,,,1000,1,1,0,921,19,14,0,,,,
1113,4,4,0,1151,505,388,21,1192,9,4,1,1386,7,2,0
,,,,,,,,,,,,,,,
731,0,2,0,500,13,27,2,664,36,56,3,Unrated,0,1,0
650,4,20,0,1171,2441,1753,75,1517,4,4,1,1240,954,1145,40
945,4,3,3,826,123,150,12,1022,26,10,3,719,0,1,0
830,1,1,0,928,389,293,42,1143,6,1,2,,,,
1553,782,548,28,1919,1036,479,32,,,,,,,,
959,6,9,1,1212,2580,2660,113,886,0,3,0,,,,
1847,3869,3822,213,1957,8433,8138,809,1520,79,91,7,1202,52,81,2
966,14,10,0,763,89,79,8,1171,19,9,4,,,,
,,,,681,3,3,0,834,1,1,1,693,18,16,3
,,,,,,,,,,,,1010,2,20,0
1020,118,109,2,1396,382,326,20,1062,7,15,2,1326,4,8,0
1000,0,2,0,595,3,13,0,,,,,1101,2,3,0
1952,4862,5506,478,1845,307,292,28,1722,126,98,9,1203,1,3,0
1188,619,580,32,1183,312,339,23,1000,2,4,1,1353,11,5,0
,,,,817,42,44,1,1065,26,29,0,,,,
1278,1271,1233,54,1416,586,548,41,1210,136,100,7,1486,61,16,4
1713,3089,5714,420,2006,1851,2781,297,700,0,1,0,,,,
812,2,7,0,1525,5,2,0,1110,1,0,0,,,,
341,1,11,0,797,2,4,0,,,,,1224,110,123,8
1031,16822,17570,377,985,4225,5710,413,1226,7,13,1,976,32,63,1
1055,135,125,9,1338,135,64,11,1355,3,1,0,1219,29,34,0
921,9,8,0,723,88,107,3,1077,196,202,10,,,,
1420,102,79,0,1978,195,125,13,1107,1,0,0,1615,942,640,34
,,,,897,1,10,0,1032,0,10,0,1800,0,1,0
743,1,1,0,697,25,49,7,,,,,Unrated,0,1,0
1024,6,8,0,1430,2962,3188,242,1619,7,2,0,1517,4,0,0
891,176,204,12,1133,28,30,2,1121,10,4,2,,,,
1014,1201,1175,25,1034,1512,1488,112,,,,,1289,2,0,0
694,4,15,0,1094,2308,2293,83,947,6,3,0,,,,
1172,264,237,18,1364,499,565,39,1226,414,279,23,1326,395,426,14
814,134,205,4,1088,125,154,12,1646,17,12,2,1530,68,93,22
,,,,761,13,30,4,,,,,,,,
1181,0,1,0,1359,876,731,77,1493,109,98,9,1017,2,0,1
1190,626,596,46,1115,192,186,14,1400,110,71,8,1271,3,6,0
,,,,846,0,1,0,971,3,4,0,,,,
1084,6,11,0,1099,624,696,63,974,13,17,2,850,0,3,0
623,117,143,3,800,1136,1146,86,,,,,,,,
1701,103,69,4,1751,140,109,12,1605,5,2,1,1006,0,2,0
2270,8384,5349,600,2425,1519,738,160,,,,,1878,166,52,14
1444,342,319,10,1433,2376,2164,135,1601,84,80,9,1372,45,58,4
1127,304,282,9,1186,1383,1338,154,850,1,4,2,823,0,1,0
1891,205,191,18,1865,62,46,9,1163,0,7,1,,,,
1250,165,167,8,1511,2373,2255,175,1425,7,5,1,1604,104,61,14
664,0,2,0,902,31,56,1,923,5,4,0,1216,225,191,8
561,2,3,0,629,35,32,8,671,0,1,0,Unrated,1,0,0
426,65,101,0,899,466,459,24,1141,1,4,0,1107,0,1,0
,,,,,,,,1459,21,4,3,,,,
1208,392,370,17,1499,1743,1694,104,,,,,,,,
1040,2,4,1,750,275,253,29,,,,,,,,
,,,,1306,507,514,33,1281,8,14,1,1454,1736,1754,127
,,,,758,0,2,0,,,,,,,,
,,,,1862,51,30,3,,,,,,,,
,,,,685,1,5,0,,,,,1052,0,4,0
,,,,1872,75,41,5,,,,,1407,0,1,0
1626,1485,936,83,1846,1174,784,80,1706,8,1,0,1692,74,46,4
,,,,1289,68,43,4,1504,3,1,1,1735,29,12,0
186,29,85,0,642,160,230,3,1031,18,21,1,610,0,5,0
838,0,4,0,709,53,64,4,919,0,2,0,Unrated,1,0,0
,,,,585,2,5,0,650,3,4,0,,,,
2173,374,288,18,2176,825,750,64,1986,16,4,3,1377,7,3,0
524,0,8,0,888,28,33,0,1338,10,9,1,1366,129,98,8
659,5,16,0,1363,8692,8021,699,1379,1503,1413,178,1490,75,68,12
,,,,1212,19,21,0,,,,,1264,95,144,2
629,4,6,0,578,127,128,8,1061,1,0,0,,,,
,,,,1319,659,630,62,,,,,,,,
1000,0,1,0,762,118,90,8,1000,1,0,1,,,,
1521,54,31,2,1481,12,6,0,,,,,,,,
931,24,48,1,1203,47,57,6,1427,350,434,41,,,,
1715,1,1,0,1460,3,36,3,,,,,,,,
,,,,947,2,4,0,,,,,,,,
,,,,1878,3164,2824,350,,,,,Unrated,2,13,0
802,442,439,11,786,391,386,27,1145,1,0,0,Unrated,0,4,0
579,53,144,5,1284,755,665,74,1356,26,23,5,1375,1738,1130,354
,,,,,,,,492,0,2,0,Unrated,0,2,0
1213,80,69,2,1564,1153,1052,128,1004,1,0,0,,,,
,,,,1400,270,222,17,,,,,,,,
,,,,939,1215,1233,65,925,1,3,0,872,2,5,0
994,0,1,0,722,5,10,0,1202,1,3,0,1233,205,296,10
1262,123,101,7,1729,275,218,11,1373,8,2,0,,,,
1254,50,49,2,1559,686,659,84,1576,613,514,38,1638,36,32,1
333,8,58,3,299,16,55,7,671,1,6,0,611,1,39,0
,,,,1275,200,160,14,1229,34,36,1,796,0,2,0
,,,,1581,1233,1146,101,,,,,,,,
1336,439,411,8,1637,1365,926,39,1791,31,11,0,1657,36,20,1
950,1,2,0,558,88,127,8,517,2,9,2,,,,
1531,834,518,56,1702,7520,3702,577,1450,9,5,0,Unrated,0,2,0
1733,431,359,28,1929,63,80,7,,,,,,,,
1566,7533,8361,541,1840,2241,1948,168,1703,21,19,4,1819,110,48,8
,,,,1358,67,51,9,,,,,,,,
707,32,36,1,802,1016,1033,30,935,35,32,0,764,8,9,0
1272,1755,1692,142,1026,611,614,75,980,3,6,0,1226,88,62,10
828,3,6,0,1008,71,69,6,1086,30,41,4,1112,41,92,0
1533,947,825,45,1631,1499,1435,108,1586,63,47,6,1758,38,22,1
,,,,1065,329,309,23,1000,2,2,0,1146,2,0,0
,,,,952,68,87,1,,,,,,,,
1184,52,24,0,1422,922,850,58,985,5,5,0,,,,
800,27,31,2,1062,1320,1512,165,1059,5,7,0,1388,8,11,1
,,,,843,0,1,0,1320,2,0,0,1153,2,0,0
2258,1083,1029,84,2411,1432,1202,137,,,,,,,,
676,3,4,0,637,352,367,30,908,1,0,0,Unrated,1,7,0
707,0,2,0,636,71,70,1,757,0,2,0,Unrated,0,2,0
1380,894,811,64,1397,356,329,27,1742,44,27,3,1426,162,145,11
972,1,6,0,1111,9,11,0,1297,5,6,0,1258,74,78,5
1421,3224,3100,99,1451,146,144,10,1465,30,19,5,1871,284,22,14
974,34,42,0,1177,106,83,4,1080,160,135,10,1048,1,1,0
651,20,36,2,923,302,300,22,,,,,894,2,7,1
803,0,1,0,1034,30,31,4,,,,,,,,
1099,630,710,49,1673,9172,9634,1143,1499,333,336,37,1424,187,247,15
1187,111,183,7,1535,678,667,67,1547,243,299,38,1295,193,397,23
1800,1,0,0,1685,0,2,0,2081,1,0,0,,,,
622,0,1,0,669,7,11,0,607,13,17,3,,,,
371,28,44,0,635,188,171,12,649,6,8,0,,,,
,,,,623,16,24,1,,,,,,,,
,,,,1527,21,2,0,1408,7,2,0,,,,
801,1,5,0,784,161,183,17,1266,1,0,0,,,,
,,,,1162,1,0,0,1196,859,650,86,1082,1,0,0
,,,,887,12,19,0,1127,29,32,6,,,,
911,6,4,0,990,46,41,3,,,,,,,,
,,,,658,40,43,2,1091,7,1,1,,,,
812,0,3,0,608,138,186,16,817,14,29,2,,,,
,,,,1460,2,0,1,,,,,1249,3,3,0
961,1,6,0,615,115,138,11,748,0,2,0,,,,
524,0,1,0,1092,240,221,19,1058,2,0,0,,,,
,,,,,,,,,,,,,,,
742,14,21,0,911,118,139,6,923,4,4,0,Unrated,3,15,0
,,,,,,,,1042,6,5,0,,,,
720,264,293,4,945,1177,1189,39,,,,,,,,
616,0,4,0,1049,2728,2735,135,,,,,,,,
629,2,6,0,1103,441,420,25,1100,241,206,6,,,,
1149,399,435,8,1247,697,714,48,1216,1,0,0,,,,
597,1,14,0,,,,,955,0,1,0,,,,
651,0,1,0,857,204,207,24,979,3,1,0,1087,2,4,0
1231,3,2,0,1000,8,14,2,,,,,,,,
1616,717,709,37,1838,2121,2260,223,1870,67,61,7,1802,493,396,82
2827,367,182,32,2726,175,48,20,800,0,1,0,,,,
,,,,951,2,0,1,,,,,,,,
1217,1980,1979,54,1295,1338,1255,53,,,,,1401,1,0,0
943,1,1,0,697,13,12,1,870,5,4,4,538,1,11,0
1440,181,150,3,1697,1358,1111,99,1676,88,61,8,1142,12,8,0
,,,,756,12,14,0,,,,,,,,
1248,1,2,0,1661,2932,2275,199,,,,,,,,
2367,3420,4326,274,2067,2494,2917,306,1856,770,1066,211,1719,210,152,17
1500,966,828,46,1582,1956,1758,182,1460,33,27,4,1183,64,103,4
1461,216,188,23,1528,574,517,76,1540,469,421,83,1271,19,22,0
1060,9,9,0,1613,1452,1385,77,,,,,,,,
1178,0,1,0,1272,330,277,16,1273,12,10,0,1392,9,8,0
1652,196,180,3,1441,17,16,0,1195,1,2,0,1007,0,4,0
1632,707,641,34,1606,1869,1675,143,1249,9,9,0,1316,1091,1696,128
896,131,164,10,954,1692,1777,172,1371,19,16,0,1371,63,56,2
,,,,1576,1871,1806,191,1556,3,1,0,1543,72,26,6
1160,83,75,3,1494,1440,1385,117,1260,3,3,0,,,,
,,,,472,33,48,1,584,1,2,0,1229,39,33,1
1903,205,128,13,1980,472,398,39,1605,19,3,1,1454,28,14,1
503,0,2,0,1065,352,274,11,1006,2,1,0,,,,
1158,84,89,6,1051,87,98,6,,,,,1373,16,6,1
540,3,9,0,1004,142,115,12,973,32,32,3,Unrated,0,1,0
759,11,12,1,822,76,76,12,1104,101,65,13,751,0,3,0
642,5,43,0,911,90,123,9,972,8,11,0,1072,12,9,0
,,,,988,61,59,7,1132,3,4,1,974,4,24,1
,,,,1302,30,56,6,,,,,1540,1,3,0
793,117,125,7,1079,638,668,52,1146,42,30,6,998,9,16,1
1648,1111,914,70,1674,3496,3107,230,1754,7,2,0,1283,4,1,0
,,,,1194,0,1,0,,,,,,,,
1163,1723,1787,73,802,1420,1576,36,1408,1,2,0,819,34,239,2
1311,549,409,25,1543,1772,1554,212,1341,31,15,2,1364,20,17,0
1059,16,20,0,967,731,947,33,1180,65,69,11,,,,
1710,4389,4833,253,1854,7375,7760,482,1745,64,69,6,1488,994,880,103
,,,,1031,0,1,0,,,,,,,,
,,,,873,372,440,21,1019,286,284,18,632,1,1,0
,,,,998,217,189,11,,,,,1316,10,3,0
1105,0,1,0,928,481,475,17,988,52,37,7,,,,
,,,,731,77,68,6,,,,,,,,
,,,,667,0,3,1,,,,,,,,
526,5,13,0,976,255,248,14,863,7,6,1,1217,134,119,13
,,,,,,,,,,,,,,,
,,,,921,0,2,0,,,,,Unrated,1,0,0
1973,1507,1161,107,1878,1415,1100,105,1784,24,21,2,1468,59,34,4
1656,10,4,2,1484,4,3,0,1091,2,4,0,1295,30,118,2
1435,626,589,75,1478,330,297,32,1660,175,115,22,1203,3,1,1
,,,,1206,32,14,1,,,,,,,,
800,1,4,0,1077,182,168,19,978,7,16,1,1128,372,374,8
2160,857,715,65,2178,365,253,29,1707,82,45,11,1763,218,148,11
634,0,1,0,695,3,4,1,,,,,,,,
1213,1,2,0,1553,537,300,28,1654,19,7,1,1722,1090,559,206
2300,590,420,73,2386,226,136,24,2050,1,0,1,,,,
,,,,,,,,1483,4,3,1,1293,467,461,40
,,,,1624,0,1,0,,,,,,,,
,,,,1190,21,23,3,,,,,,,,
497,22,66,0,670,399,506,25,795,1,5,1,1200,1,0,0
,,,,,,,,800,0,2,3,,,,
,,,,442,0,3,0,,,,,,,,
,,,,1348,43,34,0,1797,3,2,0,,,,
1144,97,114,4,1269,730,697,72,1250,425,409,68,1459,212,198,27
751,2,13,1,762,3,10,0,867,145,167,6,1107,65,39,4
687,4,10,1,1189,72,59,8,1520,12,5,2,1928,12,0,2
951,11,10,0,1392,654,601,42,1399,6,4,1,1204,5,0,0
,,,,1388,64,52,0,1181,0,1,0,,,,
,,,,1155,611,608,44,1428,11,9,1,1544,184,108,26
1869,44,23,5,2040,1383,1263,174,,,,,Unrated,0,2,0
919,4154,4208,200,1201,2997,2963,281,1128,304,308,41,1461,142,100,11
541,17,34,0,1011,266,270,7,,,,,,,,
660,87,112,3,1095,617,673,24,1147,2,4,0,,,,
1247,156,146,13,1503,786,745,53,1316,26,14,2,,,,
1384,394,381,26,1649,1421,1611,164,1599,9,4,2,1044,1,5,0
,,,,846,2,3,0,,,,,,,,
1520,1334,1301,109,1579,5110,4766,443,1497,14,14,0,1443,34,21,1
,,,,1009,575,554,37,946,94,99,6,922,1,4,0
1157,7,34,0,1448,23,42,3,2086,61,20,4,1589,42,16,6
,,,,1327,3,2,2,1484,1,0,2,1698,40,36,2
861,17,18,2,1203,959,954,88,,,,,776,1,2,0
,,,,1089,60,62,2,,,,,,,,
2402,7912,6644,446,2605,1483,1045,163,,,,,,,,
,,,,536,47,71,3,578,1,12,1,947,0,2,0
1070,14,16,1,1499,69,50,9,,,,,1461,49,31,2
911,8,44,1,935,223,363,15,1164,47,122,9,1071,76,139,6
680,1,2,0,1216,131,106,11,1165,2,0,0,760,1,1,0
,,,,1000,0,1,0,808,19,13,0,,,,
,,,,1171,160,158,9,,,,,,,,
,,,,760,16,26,1,812,1,7,2,761,0,4,0
1261,27,33,0,1284,36,53,2,1593,7,9,0,1366,25,49,7
,,,,1111,36,37,2,1158,1,0,0,1297,147,121,8
1049,541,519,7,1422,2299,2295,117,1232,6,3,0,1450,199,186,29
907,327,315,5,1316,553,522,26,1020,0,1,0,,,,
775,125,136,1,1057,1197,1205,45,1348,5,1,1,1346,11,6,1
1277,265,286,18,1443,1373,1339,87,1448,20,11,6,,,,
1441,3618,2892,196,1867,1696,1029,134,1994,177,45,11,1808,686,281,85
532,29,32,0,630,143,161,18,899,7,13,1,,,,
718,0,3,0,843,31,56,3,879,67,51,3,941,1,2,0
959,5868,6356,152,1154,1166,1311,105,1069,34,28,4,1337,1071,1141,73
,,,,1138,8,6,0,1107,1,3,0,1034,1,1,0
914,0,2,0,930,37,42,4,1053,0,1,0,,,,
1073,0,1,0,773,440,457,25,1403,1,0,0,,,,
1671,927,814,56,1901,1393,1261,109,1511,81,47,6,1124,2,3,0
1114,65,35,1,1406,580,436,27,948,43,42,5,627,3,41,0
563,1,6,0,955,369,348,47,,,,,1115,2,1,0
958,439,401,4,1155,302,278,22,1131,4,2,0,,,,
,,,,698,5,16,0,,,,,,,,
660,0,2,0,734,56,51,4,1199,14,2,0,1173,43,19,1
1426,1148,1085,70,1560,1719,1629,139,1705,384,296,49,1718,41,17,4
,,,,1743,22847,19198,837,1479,1,0,0,,,,
,,,,978,12,15,1,,,,,,,,
1004,33,44,3,1073,255,268,13,1288,508,497,39,1310,28,19,2
804,0,1,0,876,73,119,2,,,,,,,,
1201,8,20,0,1319,25,34,1,1574,1,0,0,,,,
854,102,90,1,1035,533,507,53,1297,282,274,22,,,,
1707,1082,911,51,1970,11497,10448,871,1638,41,32,3,1788,250,121,13
1502,7,3,0,,,,,,,,,1504,24,22,0
707,22,30,0,1175,1259,1251,60,,,,,,,,
1429,136,62,9,1615,157,44,11,1035,3,0,0,,,,
1000,0,1,0,633,15,34,1,814,18,34,1,1346,1,0,0
757,0,2,0,697,1,5,0,795,0,1,0,,,,
,,,,774,107,94,7,1000,4,1,1,1119,1,0,0
,,,,977,32,21,1,1004,0,1,0,,,,
,,,,991,1,1,0,,,,,,,,
1085,37,36,0,1091,978,1009,66,1050,0,1,0,1307,5,4,0
1676,378,321,28,1904,1526,1317,141,1818,366,209,39,677,3,22,1
1105,404,383,8,1584,95,70,9,1427,462,425,42,1105,0,1,0
,,,,1193,29,23,1,1473,5,2,0,,,,
1196,86,85,4,1365,86,75,11,1400,165,123,19,1070,46,84,6
809,228,250,2,990,1450,1557,114,1169,2,1,0,1148,28,26,0
,,,,634,0,1,0,1138,40,26,2,1627,150,72,15
1129,68,61,2,789,24,37,0,1609,3,1,0,,,,
,,,,538,3,13,2,,,,,,,,
,,,,1003,1,1,0,,,,,,,,
803,229,238,6,903,195,171,29,1156,1,1,0,,,,
970,660,640,10,1171,692,641,15,1041,67,50,6,,,,
1149,3907,3575,181,1253,773,915,59,1458,290,142,9,1114,22,44,7
1852,222,186,18,1930,27,14,4,1742,32,7,4,,,,
822,15,20,0,1112,131,138,13,1327,1,0,1,,,,
1731,99,79,5,1817,1642,1672,106,1472,11,7,1,Unrated,1,2,0
612,34,50,0,1199,416,284,37,1271,26,10,4,,,,
1115,1060,1051,22,1589,240,125,10,,,,,1415,1,0,0
1533,0,4,0,1542,1,11,1,,,,,,,,
,,,,1130,523,460,42,854,2,2,0,,,,
,,,,1360,77,63,2,,,,,,,,
768,8,15,0,1416,694,632,35,741,1,12,2,Unrated,0,1,0
630,86,92,1,750,373,347,29,628,1,4,0,722,0,1,0
675,3,10,0,880,92,175,4,1174,647,739,49,741,1,1,0
917,2,7,1,1077,113,112,5,,,,,,,,
640,68,82,2,770,782,765,43,909,16,8,3,,,,
,,,,903,225,206,9,,,,,,,,
1034,556,1049,42,1058,378,699,28,795,6,44,1,1162,98,197,12
1035,483,468,14,1170,243,198,14,1265,30,12,2,,,,
,,,,1271,5,4,0,,,,,,,,
838,34,34,0,1195,417,366,25,1127,45,35,3,,,,
,,,,613,1,9,1,,,,,,,,
606,0,1,0,750,606,596,12,965,199,173,4,,,,
926,26,40,1,1160,318,304,22,,,,,943,1,2,0
,,,,,,,,,,,,1441,146,31,16
800,0,3,0,1313,481,156,20,1569,17,4,0,1100,0,2,0
,,,,765,2,2,1,1028,7,3,0,,,,
433,49,93,2,470,8,56,1,1035,0,1,0,,,,
1876,9,1,0,1072,139,168,11,,,,,,,,
,,,,697,0,9,0,1139,4,11,1,1380,10,7,0
915,1,3,0,632,1,11,1,759,6,18,0,927,5,22,1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1805,261,196,24,1803,424,285,39,1715,32,29,1,1672,51,11,3
1021,6,13,0,1487,491,453,27,,,,,1569,88,108,15
,,,,685,43,50,2,794,43,34,4,,,,
1206,60,60,2,1611,160,147,21,1304,44,63,9,1071,17,58,1
463,0,13,0,689,26,33,0,837,26,19,1,Unrated,0,1,0
847,0,1,0,,,,,,,,,,,,
595,0,1,0,352,2,10,0,,,,,,,,
699,20,26,1,754,15,16,1,854,9,6,0,687,2,7,0
,,,,,,,,791,0,1,1,,,,
,,,,1013,2186,2352,53,1037,37,90,8,Unrated,0,1,0
708,1,13,0,570,31,88,2,975,0,3,0,1088,0,9,0
882,32,41,1,1202,70,64,5,1029,1,0,0,,,,
,,,,1028,0,1,0,1187,4,2,0,,,,
1621,9647,8670,514,1518,3393,3132,291,1232,7,0,3,1391,1,0,0
1126,0,1,0,1498,3,1,0,,,,,,,,
2108,647,428,28,1535,335,238,17,1070,18,14,1,868,0,1,1
,,,,1228,2,0,0,,,,,1402,67,34,3
1088,8,7,2,1416,197,196,12,1593,216,155,26,1443,67,27,7
873,14,29,0,1322,96,90,10,1262,76,83,10,1037,0,3,1
754,265,234,5,880,202,184,14,1220,3,0,0,1070,26,17,1
1282,320,318,14,1596,446,235,37,1712,11,4,4,1714,400,189,78
,,,,704,16,11,0,,,,,,,,
1265,262,203,9,1303,1491,1427,108,674,0,3,0,,,,
1175,8,3,0,,,,,919,1,0,0,,,,
1797,1898,1590,144,1709,407,306,28,1324,3,3,0,1413,301,184,8
,,,,747,19,27,2,803,0,1,0,,,,
770,24,29,0,1014,489,463,38,1038,10,7,1,1152,22,3,1
667,20,37,0,544,200,283,12,997,310,354,35,1084,44,73,3
,,,,1035,886,751,127,,,,,,,,
,,,,949,304,313,20,,,,,,,,
1901,2453,2159,177,2158,1351,1076,122,1895,316,193,43,1304,27,46,1
584,78,92,2,609,78,113,7,416,0,5,0,,,,
749,3,4,0,856,36,30,0,,,,,,,,
1169,3,2,0,2050,23,1,1,,,,,529,16,344,0
789,0,1,0,1200,77,66,3,1324,118,93,5,1622,223,100,11
575,0,1,0,302,1,8,1,,,,,,,,
1094,1,0,0,995,23,32,3,,,,,1075,91,74,3
776,1,2,0,1034,396,365,43,955,31,22,0,,,,
1647,19,8,1,1919,241,169,15,1330,4,2,1,1403,82,74,13
1177,1,0,0,1335,13,8,0,630,1,2,0,,,,
1299,428,407,20,1337,280,228,30,1362,1,0,0,904,0,2,0
,,,,1085,28,32,0,1090,0,1,0,1856,51,28,0
,,,,1181,75,84,8,1435,1,0,0,1252,1541,2652,55
,,,,874,35,51,6,,,,,,,,
682,0,2,0,734,201,216,42,,,,,,,,
988,2,2,1,1402,178,151,21,1339,11,4,1,1460,137,94,12
519,0,9,0,978,48,64,9,947,67,118,10,906,5,52,0
914,0,1,0,1074,1,2,0,,,,,,,,
,,,,,,,,,,,,1425,33,37,1
537,1,3,0,977,145,138,6,1000,5,1,0,768,2,2,0
1964,509,266,43,1719,152,78,19,1726,67,53,30,1666,2,1,0
563,85,210,0,870,721,909,33,1094,576,798,46,1019,101,152,6
1479,1266,1232,65,1680,2429,2399,204,1209,50,43,2,1382,10,2,0
756,1,8,0,1027,2,4,0,1107,1,3,0,909,22,43,1
,,,,1461,0,3,0,,,,,,,,
709,2,20,0,821,24,44,1,1491,4,2,1,1140,68,144,4
,,,,1054,1,1,0,1160,0,1,0,1009,0,4,0
1042,0,1,0,1141,308,285,25,,,,,Unrated,0,1,0
1210,582,560,37,1295,420,345,30,1717,28,14,0,1232,104,84,6
975,66,56,0,1548,402,355,24,1015,46,56,3,827,8,13,1
,,,,1030,913,877,59,582,1,3,0,Unrated,1,0,0
1486,262,219,10,1933,6371,6507,629,1509,66,53,7,1551,66,23,5
,,,,529,7,19,0,682,3,6,0,1113,1,1,0
565,1,6,0,788,413,409,43,,,,,912,1,2,0
2077,64,28,1,1561,8,5,0,,,,,1307,4,12,0
2040,535,387,43,1894,147,106,10,1612,8,4,0,1297,0,1,0
1739,16,0,0,1941,61,36,1,588,0,1,0,561,2,15,0
1031,3,4,0,1369,3,3,0,,,,,,,,
1793,968,837,35,1942,1843,1594,94,2088,143,122,13,1617,1552,1258,149
2056,18,5,0,2203,111,45,4,,,,,,,,
1683,252,218,10,2050,1179,1270,166,1581,71,37,7,1064,0,1,0
541,8,32,0,1060,625,643,76,1100,1,0,0,973,29,54,6
1961,222,157,29,2203,184,108,35,1642,44,0,0,,,,
683,0,4,1,664,11,37,2,1107,7,16,2,987,32,80,1
,,,,708,78,81,8,,,,,Unrated,6,12,0
,,,,608,21,14,1,839,5,1,0,,,,
535,284,322,1,780,3283,3671,185,1265,2,2,0,1042,2203,3928,202
909,4,7,1,1117,160,114,19,1336,29,6,3,1241,11,9,0
1129,275,239,12,1425,4343,4170,382,1068,5,4,0,992,8,2,0
1379,185,114,3,1639,362,202,19,,,,,,,,
1223,759,709,16,1356,594,552,15,1274,58,48,1,1386,6,0,1
674,15,42,1,813,7230,7438,239,,,,,,,,
1405,278,234,14,1530,190,175,12,1117,1,22,0,1415,28,18,4
798,0,3,0,854,154,127,10,937,105,141,13,,,,
1142,493,489,14,1570,2087,2055,218,1276,76,66,5,1357,146,174,12
1204,305,303,7,1412,789,738,37,1611,119,87,13,Unrated,0,2,0
1302,16617,17477,383,1701,3109,3130,207,1719,4,2,1,1589,419,250,15
1556,10,4,0,1543,1016,597,68,1790,166,88,19,1894,1219,486,210
660,21,35,1,1004,378,407,30,1368,16,11,1,,,,
2035,561,493,121,2009,1537,1662,202,1797,155,135,64,1621,316,298,31
666,0,1,0,541,2,4,0,,,,,Unrated,4,14,0
,,,,1379,184,132,6,1259,31,40,0,1387,514,517,31
1427,108,101,5,1705,535,359,30,1647,15,5,1,1706,101,46,7
834,1,4,0,738,292,302,20,983,26,16,2,779,0,3,0
,,,,,,,,2397,26,0,0,,,,
1518,6575,4951,567,1885,963,530,179,1845,30,12,4,1920,322,111,143
1080,7,7,0,1566,112,89,3,1447,4,5,0,1464,136,132,8
1396,14,4,1,1216,204,181,19,1102,7,5,0,,,,
,,,,414,6,19,4,741,1,3,2,,,,
,,,,710,2,2,1,907,49,58,6,,,,
852,11,22,1,900,108,134,9,1073,19,28,0,1166,187,145,6
840,0,1,0,702,210,219,17,786,2,7,0,695,0,3,0
477,0,2,0,511,6,7,0,,,,,,,,
,,,,1431,327,278,9,1200,2,0,0,1347,5,6,0
,,,,1042,0,1,0,,,,,1200,0,1,0
565,1,6,0,1040,239,234,38,1078,5,9,0,,,,
,,,,917,37,38,0,1007,3,5,0,,,,
652,0,1,0,565,69,56,5,737,5,5,1,970,6,8,0
515,6,15,0,867,92,84,5,1175,183,137,10,Unrated,0,1,1
1378,375,348,21,1239,1445,1688,88,1568,16,15,0,1598,64,54,4
2025,788,403,36,2166,1556,711,93,1866,39,10,2,2105,83,2,3
1479,774,745,46,1363,1276,1335,98,1382,5,4,1,,,,
,,,,621,23,30,5,,,,,,,,
1000,1,0,0,548,83,97,7,1155,13,13,3,1091,11,7,0
1098,1,1,0,595,90,112,7,,,,,,,,
958,494,491,30,1037,1905,1912,103,1349,12,17,4,840,49,133,1
412,3,13,0,566,6,8,0,755,3,4,1,,,,
1617,95,63,8,1802,74,49,4,1626,4,0,0,1900,52,30,12
,,,,377,0,8,0,846,0,6,0,995,1,11,0
